query_fml_sid,candidate_inf_sid,emb_cos,edit_norm,jaccard_tokens,char_3gram,char_4gram,tfidf_cosine,bm25,bucket
831ce303-cbf1-4a32-b88b-f995d96b8282,9dbdd956-73e6-44d8-bb9c-12e2e7156829,0.7111998072465786,0.2727272727272727,0.16923076923076924,0.19718309859154928,0.1368909512761021,0.2279526838771661,0.17852854020604209,neither
fe98aa08-edb8-48fd-ac6b-61dfac78bdc0,1b523743-7963-4f78-b97c-8c287fa132ce,0.8243889637265667,0.2627118644067796,0.22916666666666666,0.2230769230769231,0.17049180327868851,0.36357086742073685,0.23954934796574556,i2f_only
8ddd6bef-7bda-4374-8009-9251ecca0a0d,ce405e00-d539-4081-b616-f7ac0e5a1272,0.9254711583335106,0.6524390243902439,0.6666666666666666,0.558282208588957,0.4603174603174603,0.7140015679122985,0.1870697888398949,both_correct
0d9762c3-04e6-42e7-b9d8-41d3aeaf0e4a,e5fa9afd-3433-45cd-8297-b88b37c62758,0.8216022133264007,0.36708860759493667,0.24489795918367346,0.29856115107913667,0.22570532915360503,0.3775558652325651,0.17127013067649224,neither
559955a3-f25a-4181-bf29-724f7532edad,cf9c29fe-9403-49dd-9c43-7d8466c312e1,0.7314491019249432,0.3932584269662921,0.3090909090909091,0.33766233766233766,0.25806451612903225,0.5128192227378839,0.24353305981493648,neither
a9b7a909-6b8a-45e5-bb43-8da405459b82,580b9efc-fae0-4707-88b2-c55fc25e3dd0,0.8818076834919166,0.3648648648648649,0.3090909090909091,0.3241590214067278,0.22541966426858512,0.4852503493126935,0.2715726829626288,i2f_only
a204fccd-470d-496d-9393-64960c64ee51,9680d456-c718-47e4-8c61-34e253574642,0.9066494145392852,0.3169642857142857,0.40625,0.2736318407960199,0.23853211009174313,0.6682875962234494,0.22523020632627483,both_correct
892696c7-7cb4-4b8e-be1d-dc785dddd348,e4977394-ddc7-44d3-bbc9-c7ecef3319c1,0.7659546164742091,0.2967244701348748,0.2261904761904762,0.2903225806451613,0.19932432432432431,0.28449690500734465,0.19039658100876933,neither
65b7a124-3efa-4621-9d9d-2e15c2109f0e,4d0ead05-ef98-4b0c-a194-7596a069ea46,0.9110308114013207,0.42200000000000004,0.42857142857142855,0.5110294117647058,0.41935483870967744,0.6066539764752561,0.5478990055224274,f2i_only
9e9b4732-feb2-4160-b1d5-7d89bdbf9d93,1b523743-7963-4f78-b97c-8c287fa132ce,0.793078829508197,0.2306034482758621,0.21428571428571427,0.22955974842767296,0.17506631299734748,0.545523592639644,0.3186602479120577,f2i_only
77c73fb1-f7e4-44bf-822d-53014e71a8b1,171654d5-a887-42a5-a7fb-6e7c6e8c55db,0.8584359716793906,0.435626102292769,0.3888888888888889,0.4564102564102564,0.3616600790513834,0.6091174225639259,0.3052451786909286,neither
c0dee99f-f92c-4028-939d-522c4908a04f,4595dd4c-af71-4345-ab4c-695b6a5eb2ce,0.7485170948268783,0.271264367816092,0.18181818181818182,0.21788990825688073,0.14548802946593,0.26449932180936836,0.1755516121150918,i2f_only
47f421a6-f723-4dd9-bae1-8db37f488042,74efbdc5-f31c-4534-a238-b5c713d75703,0.6597888593707407,0.3317073170731707,0.16393442622950818,0.22580645161290322,0.13902439024390245,0.3167805765462411,0.17544833128118356,neither
a81ff775-77ea-4ca6-b510-3eaf78a5ff9a,4092e4c2-ed22-4790-b20f-0adf6d42174b,0.9004570087455221,0.5504587155963303,0.5,0.3917525773195876,0.35874439461883406,0.6616034140182764,0.30316006274637536,both_correct
2dca38dd-df8a-4e27-ae56-bb8ba9adaf70,248afe9e-9ba4-4008-9305-61b79f93fedb,0.9285463866898407,0.4115523465703971,0.27450980392156865,0.29473684210526313,0.22318840579710145,0.37828140260970317,0.20868683986461245,both_correct
5e2ad4d1-0a55-4a92-8fb1-a458d9a6fcc8,1d731bbc-404d-4517-a064-3cd7facdd9e0,0.8677429477635689,0.4045977011494253,0.3235294117647059,0.37755102040816324,0.2782258064516129,0.46470510402804827,0.3472377191959518,both_correct
2ddc7e76-d611-4441-b069-09df1167a204,f419c258-a494-49f2-a19d-861d158824fa,0.7783900681557608,0.3455723542116631,0.2289156626506024,0.3419811320754717,0.23161764705882354,0.3695565074911152,0.27647873230453135,both_correct
220d1113-5057-4e24-8476-8a2c9ee7aa49,577c5266-1e7f-4ce6-81ac-65892686a321,0.8188345209334045,0.42056074766355145,0.4666666666666667,0.4069767441860465,0.32142857142857145,0.5021235248389772,0.20287234179429064,neither
ccaf1c7e-5d4d-40a8-9812-d99280558c56,5a8947b2-b9df-4991-b291-62100d71257f,0.8025346331154423,0.34004024144869216,0.3389830508474576,0.38095238095238093,0.2800925925925926,0.6344543912027976,0.5330831250467115,neither
52358efd-8779-4c68-b01b-6b4c02450f4f,e67af919-96a7-4df5-98fc-ea9dea8eddad,0.8695471035923488,0.4163879598662207,0.4230769230769231,0.4331065759637188,0.35478260869565215,0.6611257927740684,0.597673696538644,both_correct
afa0609b-dfdb-41e4-9a49-051d7d9ac66b,0a25f135-3d86-48a6-b822-9c3f00454383,0.8005600296563541,0.29518072289156627,0.20253164556962025,0.24472573839662448,0.14839797639123103,0.1861419652675532,0.10532582085615581,neither
ec8e808b-0166-4aaf-a54a-b68eb14220a8,aa8ee4bd-ce4c-43db-be4f-763547b406a3,0.8168856519296673,0.3203592814371258,0.4583333333333333,0.36054421768707484,0.28969359331476324,0.2353858840152763,0.31936907229684447,f2i_only
c75810c2-0ca0-40ff-9a42-341a5ed012a5,a2b73959-ad92-423a-9f66-fa3e7617018c,0.8300762365400765,0.3418803418803419,0.2625,0.2990867579908676,0.21915285451197053,0.5156356510514096,0.3217655196285256,i2f_only
2f266449-84bc-4472-a3be-469953868a21,fc65486c-2f81-4226-ab69-5fea0f4f78eb,0.8118809209042542,0.446078431372549,0.44642857142857145,0.46325878594249204,0.3963730569948187,0.6303641693958918,0.2668203150011463,neither
68644eeb-3951-434f-bd0e-19101045f769,267e53bc-c2e7-4c08-a841-93938d7a23b5,0.8711095053610292,0.29715762273901813,0.27692307692307694,0.3424242424242424,0.24299065420560748,0.4610745802934938,0.3368986840848598,both_correct
230ac0c3-22a2-44dd-bb8d-04e225fbc242,8a5db73b-78f3-464b-9970-bd52cc4bda05,0.8989678247399856,0.5806451612903225,0.5111111111111111,0.504424778761062,0.4244604316546763,0.5100613967832442,0.3380743197988734,both_correct
f3b4c9d9-b67d-4ece-8263-625f6c35c9b6,1f8ebaf4-d445-4aea-939e-70191e487c32,0.6827163118528345,0.16502946954813358,0.14666666666666667,0.11055276381909548,0.060851926977687626,0.1921820797937451,0.1345617934001932,neither
18e582bd-fc24-43c3-bc2a-1f869c7aedbc,1517049e-e7a9-4537-8940-8c90b892eb9f,0.8765370618740131,0.2931034482758621,0.2413793103448276,0.2540192926045016,0.16578947368421051,0.3499697149872434,0.1787141634246483,neither
e409ceaf-9c70-440b-970b-e55abcfef257,ddb66b80-b2ed-4d89-8485-737c85c9bf4e,0.8327658382178272,0.3768656716417911,0.3333333333333333,0.3595166163141994,0.2826086956521739,0.48907485268634104,0.4591137024092655,i2f_only
