"informal_sid","formal_sid","sim_f2i","sim_i2f","is_blueprint_gold"
"3969a4c6-98a3-416a-89f8-45d82844cf8f","00ee3b8e-715e-49a8-aea6-acd059b0dffb","0.8874157668188164","0.8874161839485168","True"
"ac798dfe-8910-483f-bb7c-a838e181b761","0243abb5-637f-4b3d-ae50-1c839097a81a","0.8847283772457367","0.8847284317016602","True"
"3e849e2c-75c1-495b-a72b-a896c61b7a42","025faf14-5ea4-4837-8773-3435ecc98e34","0.9283521984958074","0.9283524751663208","True"
"2606ea41-62e8-413d-b6cf-ad46c7f11e56","02e64ae4-abe7-410c-8210-0ec7680d24fd","0.7999851868523787","0.7999855875968933","True"
"f2eeb251-0c76-4d5b-aee3-1f3f21212b4d","042551b1-1c79-4515-b655-5e4b7d460ba3","0.7335446464215539","0.733545184135437","False"
"cffe3be8-34e3-4107-9de9-e043ca04cc89","04a861c3-f2a2-4016-9371-58c3ebba856d","0.9520612550587602","0.9520614147186279","True"
"5d9090cf-08c0-41dc-b035-c9dada444127","04c1b9a5-190d-4d18-abb0-0451b6730af1","0.7723666947536754","0.7723670601844788","False"
"362c80e9-5241-49e7-ae61-59186c1c514f","04cde386-e787-4a75-9088-87e2d132b82f","0.7967813222745351","0.7967817783355713","True"
"9bc57571-46af-4979-b46a-ef879458e7e9","0509eef1-913a-4065-87e7-f6995ca9688c","0.8211416643566397","0.8211421966552734","True"
"ed9edf4a-8817-42c2-acd4-f7eddb80a56b","05dd0dca-57a4-41cc-a0ee-f85e653daaae","0.9315647948850396","0.9315654039382935","True"
"f4f12193-9441-4ab3-ad20-a72883b7916c","05f99c8d-bdbd-4f61-a08a-3f1748d169ec","0.7250845217778246","0.7250849604606628","True"
"fb5e7628-5fed-4c71-864a-245277133a78","06565b84-42c0-45b8-99ec-8f07afb12b56","0.9103335617143835","0.9103341102600098","True"
"559cf641-61fc-4ee5-9aa0-d4e896e47584","06820d09-d07c-45ad-bdc0-a0296a4922d8","0.9013057108557669","0.9013057947158813","True"
"e4d51f09-de8f-4d16-8577-77fa7bde6b21","07a2491a-e7ee-4d10-a0ca-bdf7fa36bfa7","0.8791688437408797","0.8791689872741699","True"
"cd4d279a-b9e9-44de-a657-ee29ecff86e9","07b4ee08-8a22-4d7f-8501-4fa97539b09f","0.8633384169346663","0.8633390665054321","True"
"7d69aaed-0f3f-4b4e-aa40-0491a910d760","084062d9-0c3e-4c15-9615-0921ef35ca53","0.9061781881965633","0.9061785936355591","True"
"e9499d03-1491-497c-8ea4-46aad57fe422","08fe14bb-87f6-445b-80a9-3078179440b7","0.8742702376295484","0.8742704391479492","False"
"e3d48deb-e32b-4ff2-ad59-6a79fa318c3e","0902bb49-e86d-4eef-bc21-7896b67d3c04","0.8926006428991806","0.8926011919975281","False"
"e4804829-dac1-4a8d-9ca0-a677be60c84a","09f6796e-9934-498e-8e5a-0e77404c854e","0.8584174591507068","0.858418345451355","True"
"0ece0a1a-b6d3-41a6-95e8-a79659eb1fd8","0a4ea659-0099-44c2-8bb7-69a8b6e07624","0.9530714581393579","0.9530720114707947","True"
"9fe35d3c-7927-42fe-8b0f-3e708291de36","0abd794e-c17e-4734-959d-7beaea379c0e","0.7501061508683649","0.7501062154769897","True"
"539bbdb9-a4a3-4386-9d14-3feda9a7da7a","0b1ded1d-be61-44a6-a500-13079cda9c38","0.9416205702005576","0.941620945930481","True"
"71d7a451-8501-470e-ae27-ceb328405afc","0c2bb886-3a04-40ca-9ffb-ebd183dddcbe","0.848155952708789","0.8481563925743103","True"
"f63a3da9-d00f-4fa0-b595-aea75e0951a1","0cb4eeb9-fcc7-46ec-b71c-e6f4ec1071bd","0.8670752187456164","0.8670758008956909","True"
"58dc5046-b994-482b-ac4b-f98f07c6bb0d","0d18e0c8-e097-40d2-85a2-a03ad7fe23e6","0.8515237238993931","0.8515245914459229","True"
"fe99aa24-1225-40dd-b5d5-80b18b5b864b","0d28dd39-13f3-4688-a674-1fb82eac7136","0.8422996772950888","0.8422999382019043","True"
"19a8940c-f77a-4a4a-a847-984cb1155235","0e45cb5f-7181-4dd3-93aa-872462b64468","0.8964637919733729","0.8964643478393555","True"
"a9868ae1-068c-42ae-b891-0f3050ce07ff","0e711be1-71a9-42aa-96d7-162d5c47b111","0.9110278568727712","0.9110283255577087","True"
"58eff50e-7c34-48f5-a624-7e3d5ea3b323","0f3765a9-dcc5-49f8-9d44-5eb889fd6d27","0.8091165501804073","0.8091170191764832","True"
"a924930c-f104-4386-8db1-80a62008379a","0f64b39f-9a0b-4698-b0c8-e2a1da8374dd","0.8750290412360837","0.8750293254852295","True"
"ddadbed7-b9c2-4966-b41a-79436477aae4","0f783631-f105-4ab6-a9e4-f0cccbaea085","0.8400139184992389","0.8400145769119263","True"
"018842dc-5937-47c5-b20e-5e32be19e4c7","0f8c05d3-c66a-45cf-9f49-6296aff28a43","0.8276928085397512","0.8276935815811157","False"
"e1217a0a-9c22-44bf-9e7f-f3a11c2f6382","105b68a4-9ff6-4e5d-9afb-5b07eee9ff32","0.7998905870347931","0.7998909950256348","False"
"0f5263bf-8a7f-49aa-b133-1ed9894bff57","10fa244f-8050-435b-90ed-f2b1563fefd3","0.8715518505342937","0.8715526461601257","False"
"a84988b3-4e63-413b-839f-68fb0eb42d9b","11475aa7-d9ae-43e8-8e5a-dc555682d2a7","0.892338704681141","0.892339289188385","True"
"6ba0f417-efae-4214-a81b-10c04f61625a","1244b21e-35ed-476b-a5ea-7db32d25e744","0.7958224955750722","0.795823335647583","True"
"69eacefc-e617-4226-89bf-357e71c14bf4","12c0c04e-63e4-4aaa-b513-c5bdd41dad09","0.8407796377330178","0.8407799005508423","True"
"47d26d6b-eeda-4085-9e54-7776c44a69e4","12d3f14d-cae0-490c-8db3-805f92504e89","0.9399347580915361","0.9399351477622986","True"
"5f8c250a-f4dd-41ea-af66-c5c8ad3f71c6","13a01118-4dd0-4bd3-bf7f-f65f530eb51c","0.8904346488870027","0.890434741973877","True"
"ace823d4-30ed-4df6-8e40-779ef8504334","13fcd3aa-c659-46ec-bbc5-172adeac1ddd","0.8119039352859815","0.81190425157547","True"
"888bace4-200b-4c81-a1ee-698ce6c5f348","14251e51-ea79-4297-bab7-bcbaf7804522","0.7505243775523052","0.7505244612693787","True"
"f65f200d-fd24-479e-9f31-08cf5dfddfe1","14590d49-1f73-448e-b664-e23b2d31734c","0.8378374637036576","0.8378377556800842","True"
"edbc07ba-a5d8-4f46-9c77-660a58a13d9a","14ce5d66-43d0-4c4a-99b6-c2afb92eb11e","0.9259746257915275","0.9259745478630066","True"
"a4948e41-7418-4188-9234-5d6063f844d9","15fae1e9-b8e7-41ad-a18c-4ea218bb3b7e","0.8750707451649151","0.8750709891319275","True"
"e61c8f5b-9639-46b0-8f61-93f6b496657e","1698f94d-36a3-488f-bc93-2c49d6e05470","0.9519441803555719","0.9519443511962891","True"
"15f3e3aa-47df-4402-aa91-b62c1e3102f6","17eabf4b-7c75-4d48-a5a1-802a8a1fb337","0.8314339897379601","0.8314343690872192","True"
"a58b949d-433a-45d1-a8c2-4571f64c2c55","181b8463-6088-4581-b877-e42b7c96c42e","0.8901199295489631","0.8901207447052002","True"
"53798a48-9363-4d6e-b778-7135702ca54a","1836e25f-6797-464a-9e67-bcb9f0f9f467","0.8409703026758796","0.8409703969955444","True"
